Sentence ID,Label,Sentence
F1372830044081_S1,material fact,"Securities and Exchange Board of India (hereinafter referred to as ‘SEBI’) conducted an investigation into the alleged irregularity in the trading in the shares of M s Karuturi Global Limited (hereinafter referred to as ‘Noticee’) and into the possible violation of the provisions of the Securities and Exchange Board of India Act, 1992 (hereinafter referred to as ‘SEBI Act’) and various rules and regulations made there under."
F1372830044081_S2,material fact,The investigation inter-alia revealed that the shares of Noticee are listed on Bombay Stock Exchange Limited and National Stock Exchange of India Limited. 
F1372830044081_S3,material fact,"As per the shareholding pattern of KGL disclosed at BSE website for the quarter ended September 2004, Shri K S Ramakrishna, promoter of Noticee was holding 20.83% of the shares of Noticee and M s. Simply Class Fashions Pvt Ltd (hereinafter referred to as SCFPL) was holding 18.15% of the shares of Noticee. "
F1372830044081_S4,material fact,"However, Noticee had informed that due to the mistake by the secretarial staff, SCFPL was erroneously shown in the promoter group and that a revised Clause 35 report of the Listing Agreement was filed by the Noticee with BSE for the quarter ended September 2004."
F1372830044081_S5,material fact," As per the revised clause 35 report of the Listing Agreement, SCFPL was No holding any of the shares of Noticee."
F1372830044081_S6,material fact,"However, it was informed by BSE that the exchange did No receive any revised shareholding pattern for the quarter ended September 2004 from Noticee."
F1372830044081_S7,material fact,"Further, there was also a discrepancy with regard to information submitted by Noticee under Regulation 8(2) of SEBI (Substantial Acquisition Shares and Takeovers) Regulations, 1997 (hereinafter referred to as SAST Regulations). Noticee had disclosed incorrect promoter shareholding in various quarters in violation of Clause 35 of the Listing Agreement read with Clause 5.1 of Schedule II of Code of Corporate Disclosure Practices for Prevention of the Insider Trading under Regulation 12(2) of the SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as 'PIT Regulations'). "
F1372830044081_S8,procedural fact," SEBI has, therefore, initiated adjudication proceedings under the Act against the Noticee to inquire into and adjudge the alleged violation of Clause 35 of the Listing Agreement read with Clause 5.1 of Schedule II of Code of Corporate Disclosure Practices for Prevention of the Insider Trading under Regulation 12(2) of the PIT Regulations. "
F1372830044081_S9,procedural fact,"SEBI vide order dated July 16, 2012 appointed Shri Parag Basu as the Adjudicating Officer under section 15 I of the SEBI Act read with Rule 3 of SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the ‘Adjudication Rules’) to inquire into and adjudge under section 15HB of the SEBI Act and Section 23A (a) of the Securities Contract Regulation Act, 1956 (hereinafter referred to as 'SCRA') for the alleged violation of the abovementioned provisions of Listing Agreement and PIT Regulations by the Noticee."
F1372830044081_S10,procedural fact,"Consequent to the transfer of Shri Parag Basu, SEBI vide Order dated August 16, 2012 appointed me as the Adjudicating Officer."
F1372830044081_S11,procedural fact,"A Notice dated September 11, 2012 (hereinafter referred to as ‘SCN’) was issued to the Noticee in terms of Rule 4 of the Adjudication Rules to show cause as to why an inquiry should No be held against it for the alleged violations."
F1372830044081_S12,procedural fact,The SCN was sent to the Noticee by Registered Post which was delivered and acknowledged by the Noticee.
F1372830044081_S13,allegation,It was alleged in the SCN that Noticee violated Clause 35 of the Listing Agreement read with Clause 5.1 of Schedule II of Code of Corporate Disclosure Practices for Prevention of the Insider Trading under Regulation 12(2) of the PIT Regulations. The Noticee vide letter dated October 05 2012 sought extension of time for filing reply to the SCN.
F1372830044081_S14,procedural fact,"However, the Noticee did No submit any reply to the SCN."
F1372830044081_S15,procedural fact,"In the interest of natural justice and in order to conduct an inquiry as per Rule 4 (3) of the Adjudication Rules the Noticee was granted an opportunity of personal hearing on November 26, 2012 vide notice dated November 06, 2012. "
F1372830044081_S16,procedural fact,The personal hearing notice was sent to the Noticee by Registered Post which was delivered and acknowledged by the Noticee.
F1372830044081_S17,procedural fact,"Another opportunity of personal hearing was granted to the Noticee on January 31, 2013 vide notice dated January 16, 2013. "
F1372830044081_S18,procedural fact,"The Authorized Representative's (AR's) of the Noticee appeared for the hearing, filed written submissions dated January 30, 2013 and reiterated the said submissions."
F1372830044081_S19,defendant claim,"The Noticee vide letter dated January 30, 2013 inter alia denied all the allegations made against it. "
F1372830044081_S20,procedural fact,"In view of the above, I am proceeding with the inquiry taking into account of the submissions made before me, the documents and material as available on record."
F1372830044081_S21,procedural fact," I have carefully perused the charges against the Noticee mentioned in the SCN, submissions made by the Noticee, the materials and documents as available on record. "
F1372830044081_S22,issues framed,The issues that arise for consideration in the present case are: a) Whether the Noticee has violated the provisions Clause 35 of the Listing Agreement read with Clause 5.1 of Schedule II of Code of Corporate Disclosure Practices for Prevention of the Insider Trading under Regulation 12(2) of the PIT Regulations?
F1372830044081_S23,issues framed,"b) Does the violation, if any, on the part of the Noticees attract any penalty under section 15HB of the SEBI Act and Section 23A(a) of SCRA?"
