Sentence ID,Label,Sentence
F1382959468059_S1,material fact,"Securities and Exchange Board of India (SEBI) as part of its routine verification on various disclosures, observed that Shri Raghavendra Rao (Noticee), promoter and managing director of M s Orchid Chemicals and Pharmaceuticals Limited (company) had pledged certain shares of the company and pledge on certain shares was subsequently released. "
F1382959468059_S2,material fact,It was further observed that the shareholding of the Noticee had been changed subsequent to certain off-market transactions.
F1382959468059_S3,allegation," Thus, it was alleged that the Noticee had No made requisite disclosures under Regulation 31(1) & (2) read with 31(3) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011 (SAST Regulations) and Regulation 13(4) & (4A) read with 13(5) SEBI (Prohibition of Insider Trading) Regulations,1992 (PIT Regulations)."
F1382959468059_S4,material fact," In view of the above findings, SEBI, vide Order dated March 13, 2013 appointed the undersigned as Adjudicating Officer (AO) under Section 15 I of SEBI Act, 1992 read with Rule 3 of SEBI (Procedure for holding inquiry and imposing penalties by Adjudicating Officer) Rules, 1995 (Adjudication Rules) to inquire into and adjudge under Section 15A (b) of the SEBI Act, the alleged violation of provisions of SAST Regulations and PIT Regulations by the Noticee."
F1382959468059_S5,procedural fact,"Show Cause Notice dated May 17, 2013 (SCN) was issued to the Noticee in terms of the provisions of Rule 4 (1) of the Adjudication Rules to show cause as to why an inquiry should No be held against him in respect of the violations alleged to have been committed."
F1382959468059_S6,allegation,The SCN alleged that the Noticee had No filed the necessary disclosures as required under the provisions of SAST Regulations and PIT Regulations.
F1382959468059_S7,material fact,"In response to the SCN, the Noticee, vide letter dated June 05, 2013 submitted reply."
F1382959468059_S8,material fact,"Subsequently the Noticee was, vide letter dated June 11, 2013, advised to appear before the AO for personal hearing scheduled on June 19, 2013 when Shri B Ramana Kumar, Advocate appeared and made submissions on behalf of the Noticee."
F1382959468059_S9,material fact,"As requested by the Noticee, time was granted till July 15, 2013 for submitting additional information. Vide letter dated July 10, 2013 the Noticee submitted additional information."
F1382959468059_S10,defendant claim,"The salient submissions of the Noticee are as under:  That 1,20,000 shares were pledged with J M Financial on 11.12.2012 and the said transaction was intimated to stock exchanges on 21.12.2012 and there was a delay of 3 days and the same may be condoned."
F1382959468059_S11,material fact,"That the transaction of 1,60,000 shares was No an off-market transaction but a transfer from the Noticee's own DP account to another DP account."
F1382959468059_S12,material fact,That on 27.12.2012 the pledge on 5 lakh shares were released by IFCI Limited and the same was intimated to stock exchanges on 04.01.2013.
F1382959468059_S13,material fact,That a transfer of 4 lakh shares was made to Destimoeny Financial Services Private Limited (Destimoney) for the purpose of availing loan and hence such a transaction will No have the effect of off-market transfer and has the effect of an ordinary pledge.
F1382959468059_S14,material fact,The said transaction was happened on 31.12.2012 and the same has been reported to the exchanges on 04.01.2013.
F1382959468059_S15,issues framed, I have carefully perused the documents available on record and written submissions made by the Noticee. The issues that arise for consideration in the present case are: a. Whether the Noticee has violated provisions of regulations 31 (1) & (2) read with 31(3) of SEBI SAST Regulations?
F1382959468059_S16,issues framed,b. Whether the Noticee has violated the provisions of regulation 13(4) & (4A) read with 13(5) of PIT Regulations?
F1382959468059_S17,issues framed,"c. Do the violations if any, on the part of the Noticee to attract penalty under section 15A (b) of SEBI Act?"
F1382959468059_S18,issues framed,"d. If so, how much penalty should be imposed on the Noticee taking into consideration the factors mentioned in section 15J of the SEBI Act?"
F1382959468059_S19,statutory fact, The relevant provisions of the SAST Regulations and PIT Regulations are as follows:
F1382959468059_S20,statutory fact, Disclosure of encumbered shares. (1) The promoter of every target company shall disclose details of shares in such target company encumbered by him or by persons acting in concert with him in such form as may be specified. 
F1382959468059_S21,statutory fact,(2) The promoter of every target company shall disclose details of any invocation of such encumbrance or release of such encumbrance of shares in such form as may be specified. 
F1382959468059_S22,statutory fact,"(3) The disclosures required under sub-regulation (1) and sub-regulation (2) shall be made within seven working days from the creation or invocation or release of encumbrance, as the case may be to,— (a) every stock exchange where the shares of the target company are listed; and (b) the target company at its registered office. "
