Sentence ID,Label,Sentence
F1407404374671_S1,material fact,"The Securities and Exchange Board of India (hereinafter referred to as ‘SEBI’) investigated into various price sensitive disclosure made by M s Suzlon Energy Limited (hereinafter referred to as ‘Suzlon the company’) for the period of November 3, 2009 and December 2, 2009."
F1407404374671_S2,material fact,"During the course of investigation it was observed that Suzlon had amended its code of internal procedures and conduct for prevention of insider trading for listed companies (“Code of Conduct”) in line with amendments in SEBI (Prohibition of Insider Trading) Adjudication Order in respect of Mythili Balasubramanian in the matter of Suzlon Energy Limited Regulations, 1992 (hereinafter referred to as “PIT Regulations”) notified on November 19, 2008 only on February 4th, 2011, i.e. after a delay of more than 2 years."
F1407404374671_S3,material fact,Further no mechanism for pre- clearance of trades was incorporated in the Code of Conduct as mandated by the PIT Regulations. 
F1407404374671_S4,material fact,It was alleged that the Code of Conduct was to be implemented under the overall supervision of the Board of Directors of Suzlon (hereinafter referred to as “the Board”). 
F1407404374671_S5,material fact,"Mrs. Mythili Balasubramanian (hereinafter referred to as “the Noticee”), was a member of the Board between November 19, 2008 and February 4, 2011. "
F1407404374671_S6,material fact,"As a member of the Board, the Noticee was also allegedly responsible for the delay in amendment and implementation of the Code of Conduct. "
F1407404374671_S7,allegation,"As a result of this delay, the Board, including the Noticee, was alleged to have violated Clause 1.2 of Model code of Conduct in Part A, Schedule I provided under Regulation 12(1) of the PIT Regulations and was therefore liable for monetary penalty under section 15HB of Securities and Exchange Board of India Act, 1992 (hereinafter referred to as “SEBI Act”). "
F1407404374671_S8,procedural fact,"The undersigned was appointed as the Adjudicating Officer vide order of SEBI dated March 22, 2012 under section 15-I of the Act r w rule 3 of SEBI (Procedure for holding Inquiry and Imposing Penalty by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the Adjudicating Rules) to inquire into and adjudge under Section 15HB of the Act, the alleged violation of the provisions of Clause 1.2 of Model code of Conduct in Part A, Schedule I provided under Regulation 12(1) of the PIT Regulations. "
F1407404374671_S9,procedural fact," A show cause notice (hereinafter referred to as SCN) in terms of the provisions of Rule 4(1) of the Adjudicating Rules was issued to the Noticee on June 19, 2012 seeking reply of the Noticee as to why an inquiry should No be held against the Noticee in respect of the violations alleged to have been committed by her."
F1407404374671_S10,procedural fact,"In response to the said SCN, the Noticee vide letter dated July 5, 2012 sought extension to file a detailed reply."
F1407404374671_S11,procedural fact,"An extension upto July 21, 2012 was granted to Noticee for filing her reply. "
F1407404374671_S12,procedural fact,"The Noticee submitted a detailed reply vide letter dated July 20, 2012."
F1407404374671_S13,procedural fact,"In the interest of natural justice and in order to conduct an inquiry as per rule 4 (3) of the Rules, the Noticee was granted an opportunity of personal hearing before me on August 6, 2012. "
F1407404374671_S14,procedural fact,"The Noticee sought an adjournment of the hearing and the next hearing date was fixed on August 7, 2012. "
F1407404374671_S15,procedural fact,The Noticee attended the said hearing through her authorized representative (hereinafter referred to as the ‘AR’) and reiterated the contentions raised in her reply.
F1407404374671_S16,procedural fact,"All the submissions made by the Noticee in her defense have been considered and discussed during the course of order, as required. "
F1407404374671_S17,procedural fact," I have carefully perused the charges against the Noticee mentioned in the SCN, the submissions of the Noticee and the documents available on record. "
F1407404374671_S18,issues framed,"The issue that arises for consideration in the present case is stated and determined, as follows: Adjudication Order in respect of Mythili Balasubramanian in the matter of Suzlon Energy Limited  Whether the Noticee has violated Clause 1.2 of Model code of Conduct in Part A, Schedule I provided under Regulation 12(1) of the PIT Regulations? "
F1407404374671_S19,procedural fact," Before proceeding to decide the above issue, it is important to have a look at the abovementioned provisions as they existed at the relevant time, which interalia are reproduced below. "
F1407404374671_S20,statutory fact,PIT Regulations “Code of internal procedures and conduct for listed companies and other entities. 
F1407404374671_S21,statutory fact,"12. (1) All listed companies and organisations associated with securities markets including : (a) the intermediaries as mentioned in section 12 of the Act, asset management company and trustees of mutual funds ; (b) the self-regulatory organisations recognised or authorised by the Board; (c) the recognised stock exchanges and clearing house or corporations; (d) the public financial institutions as defined in section 4A of the Companies Act, 1956; and (e) the professional firms such as auditors, accountancy firms, law firms, analysts, consultants, etc., assisting or advising listed companies, shall frame a code of internal procedures and conduct as near thereto the Model Code specified in Schedule I of these Regulations without diluting it in any manner and ensure compliance of the same.”"
F1407404374671_S22,statutory fact,"“Model Code of Conduct, Schedule I, Part A under Reg. 12(1) of PIT Regulations 1.0 Compliance Officer 1.1 … 1.2 The compliance officer shall be responsible for setting forth policies, procedures, monitoring adherence to the rules for the preservation of “Price Sensitive Information”, pre-clearing; of designated employees’ and their dependents’ trades (directly or through respective department heads as decided by the company), monitoring of trades and the implementation of the code of conduct under the overall supervision of the Board of the listed company.”"
F1407404374671_S23,material fact,"Suzlon, as a listed company, was required to comply with the PIT Regulations and accordingly had to implement code of Conduct as required by Regulation 12(1) of the PIT Regulations."
F1407404374671_S24,material fact,"The PIT Regulations were amended and the amendments were notified in official gazette on November 19, 2008."
F1407404374671_S25,material fact,"Accordingly, Suzlon was required to amend its code of conduct in line with the amendments in PIT Regulations."
F1407404374671_S26,material fact,"However, Suzlon implemented the amended Code of Conduct only on February 4th, 2011, which is more than 2 years after the notification."
F1407404374671_S27,material fact,This huge delay occurred inspite of Suzlon’s Board of Directors being aware about the changes in PIT Regulations.
F1407404374671_S28,material fact,"The Board was informed about the changes in the PIT regulations in the meeting dated July 31, 2009 by Mr. Sundar Rajagopalan, who was the President (Legal) and General Counsel of Suzlon."
F1407404374671_S29,material fact,"The Board unduly delayed the implementation of revised Code of Conduct by deferring the matter when it was listed as agenda item in the Board meetings dated May 29, 2010 and August 13, 2010 and the code was subsequently passed in the board meeting dated February 4, 2011."
F1407404374671_S30,material fact," It is clear from the material available on record that the Board was aware of the requirement to implement a new code of conduct and inspite of this, the Board deferred even the deliberation on the code of conduct for two meetings."
