Sentence ID,Label,Sentence
F1404800940434_S1,material fact, The shares of Mittal Securities Finance Limited (hereinafter referred to as “MSFL”) is listed on Bombay Stock Exchange (hereinafter referred to as “BSE”) and Ahemadabad Stock Exchange (hereinafter referred to as “ASE”). 
F1404800940434_S2,material fact,"SEBI conducted an investigation into the affairs relating to buying, selling and dealing in the shares of MSFL. "
F1404800940434_S3,material fact,"The investigation covered the period from February 02, 2005 to February 14, 2005."
F1404800940434_S4,material fact,"The investigation conducted by SEBI revealed that M s Plantinum Finvest Private Limited (hereinafter referred to as “Noticee”) had failed to comply with regulation 13(3) read with regulation 13(5) of SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as “SEBI (PIT)”)."
F1404800940434_S5,allegation," It was alleged that the Noticee had violated the provisions of the said regulations and therefore, liable for monetary penalty under section 15A(b) of the Securities and Exchange Board of India Act, 1992 (hereinafter referred to as ‘SEBI Act’)."
F1404800940434_S6,procedural fact,"The Undersigned was appointed as Adjudicating Officer, vide order dated March 17, 2008 under section 15 I of the SEBI Act read with rule 3 of SEBI (Procedure for Holding Inquiry and Imposing Penalty by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the ‘Rules’) to inquire into and adjudge under section 15A(b) of the SEBI Act the alleged violation of regulation 13(3) read with regulation 13(5) of SEBI (PIT)."
F1404800940434_S7,procedural fact,"Show Cause Notice (EAD-2 SD PM 133525 2008) dated July 30, 2008 (hereinafter referred to as “SCN”) was issued to the Noticee under rule 4 of the Rules to show cause as to why an inquiry should No be initiated against the Noticee and penalty be No imposed under section 15A(b) of SEBI Act for Noticee’s failure to comply with the provisions of regulations 13(3) read with 13(5) of SEBI (PIT)."
F1404800940434_S8,procedural fact,"The Noticee vide its letter dated September 02, 2008 replied to the said SCN."
F1404800940434_S9,defendant claim,"The extracts of the reply of the Noticee, inter-alia are stated as under:- • We sold the shares of MSFL during the period of February 2005."
F1404800940434_S10,defendant claim,Our holding & disclosures were made to public by the disclosure of the shareholding pattern as filed under cl. 35 of the Listing Agreement. 
F1404800940434_S11,defendant claim,"SEBI (Prohibition of Insider Trading) Regulations, 1992 also talks about a disclosure which will No mislead the public."
F1404800940434_S12,defendant claim,"Small company like us, it is burdensome, troublesome & very difficult to keep thousand of regulations & compliance thereof for no reason. "
F1404800940434_S13,defendant claim,The object set out by regulator is simple No to mislead the public.
F1404800940434_S14,defendant claim,• There were no corporate announcements of intimation at that time by MSFL.
F1404800940434_S15,defendant claim,We sold the shares as part of our immediate financial need at that time for our survival.
F1404800940434_S16,defendant claim,The Shareholding Pattern under cl. 35 of the Listing Agreement which per se a market disclosure for the quarter ended 31st March 2005 intimated & published in the BSE site talks about the sell of shares.
F1404800940434_S17,defendant claim,Our sell of shares neither affected the market No related to any alleged manipulation of the script.
F1404800940434_S18,defendant claim,"It was a mere submission of the sell of the shares under the SEBI (Prohibition of Insider Trading) Regulation, 1992."
F1404800940434_S19,defendant claim,"• Taking into account the object of the regulation & the need for the disclosure, in this case our No disclosure had No impacted anybody."
F1404800940434_S20,procedural fact,"In the interest of natural justice and in order to conduct an inquiry in terms of rule 4(3) of the Rules, the Noticee was granted an opportunity of personal hearing on March 18, 2009."
F1404800940434_S21,defendant claim,"Mr. Ramesh Chandra Mishra appeared on behalf of the Noticee and submitted, inter alia, as under: i. The promoters of all the three companies are same i.e. a. M s. Clarus Finance & Securities Limited (formerly known as Mittal Securities Finance limited – a BSE listed Company; b. M s. Platinum Finvest Private limited; and c. M s. Pragari Finvest Private Limited."
F1404800940434_S22,defendant claim,"ii. The company sold part of shares of M s. Mittal securities during the period February 2, 2005 to February 14, 2005 to return the loan of MSL."
F1404800940434_S23,defendant claim, iii. The company is a small company.
F1404800940434_S24,defendant claim,And it was difficult at the relevant time to appoint and manage persons who has adequate knowledge of Securities Act and Regulations as framed under the SEBI Act. 
F1404800940434_S25,defendant claim,iv. It is an admitted position that we failed to make intimation disclosures as required under regulation 13(3) & 13 (5) of the IT Regulation 1992 to (i) the company for the following reasons : a. The companies involved are small companies; b. There were no adequate and qualified staff; c. The promoters were No well conversant with the said applicable regulations i.e. IT Regulation 1992; d. The error was inadvertent and accidental (for lack of knowledge of the applicable Regulation) ;
F1404800940434_S26,defendant claim,v. The disclosure under regulation 13(3) & 13 (5) of the IT Regulation 1992 with the stock Exchange are purely for dissemination of information for use of public.
F1404800940434_S27,defendant claim,The object of the legislation is purely to protect the interest of the investors.
F1404800940434_S28,defendant claim,Though our sale of shares we failed to intimate under the said regulation but till as on date there were no complain or reference of the alleged sale against the interest of any investor or market per se.
F1404800940434_S29,defendant claim,vi. The object of IT Regulation 1992 prevent the insiders to No to deal with sensitive and market affected information of the company.
F1404800940434_S30,defendant claim,Here at that time there were no corporate announcements or any price sensitive information after and before share price remain in the same parlance.
F1404800940434_S31,defendant claim,vii. The promoters are the 1st Person to know about the inside information’s at first stage.
F1404800940434_S32,defendant claim,"There were no such information, manipulation or use of any hidden facts to their advantage."
F1404800940434_S33,defendant claim,The sale proceed was returned back to MSL to strength their balance sheet. 
F1404800940434_S34,defendant claim,viii. After receipt of your investigation letter the company took adequate steps for compliance of the IT Regulation 1992 and implemented the code of Insider Trading which was long back adopted by the company in true Spirit.
F1404800940434_S35,defendant claim,This can be verified by the recent intimations Disclosures to the stock Exchanges.
F1404800940434_S36,defendant claim,This shows our initiative of No only to admit any fault but also to take adequate steps to prevent and comply any applicable provisions in its true spirit.
F1404800940434_S37,defendant claim," ix. Under the aforesaid submission, we hereby request you to consider the following facts as well: i. The promoters before and after the sale remain the same; ii. The company & Promoters took all majors to prevent and comply any applicable provisions in its true spirit including that of IT Regulation 1992; iii. Nobody was effected or any complaint ever received by you or the company from any investors for any loss or suffering because of this non-disclosure; iv. the price of the shares in the market remain stable; v. the offence was No repetitive; vi. There were no financial gain or accommodation to the promoters, as the sale proceed was a part of return of the loan to the company by the said promoter group companies."
F1404800940434_S38,procedural fact, I have carefully perused the written and oral submissions of the Noticee and the documents available on record. 
F1404800940434_S39,issues framed,The issues that arise for consideration in the present case are : (i) Whether the Noticee was holding more than 5% of the shares of MSFL prior to sale of the shares?
F1404800940434_S40,issues framed,(ii) Whether the Noticee attracted the disclosure requirements under regulation 13(3) read with regulation 13(5) of SEBI (PIT)?
F1404800940434_S41,issues framed,"(iii) If so, whether the Noticee had complied with the same or not?"
F1404800940434_S42,issues framed,"(iv) Does the non-compliance, if any, on the part of the Noticee attract monetary penalty under section 15A(b) of SEBI Act?"
F1404800940434_S43,issues framed," (v) If so, what would be the monetary penalty that can be imposed taking into consideration the factors mentioned in section 15J of SEBI Act?"
F1404800940434_S44,statutory fact,"Before moving forward, it will be appropriate to refer to the relevant provisions of SEBI (PIT), which reads as under: 13(3) Any person who holds more than 5% shares for voting rights in any listed company shall disclose to the company in Form C the number of shares or voting rights held and change in shareholding or voting rights, even if such change results in shareholding falling below 5%, if there has been change in such holdings from the last disclosure made under sub-regulation (1) or under this sub-regulation (1); and such change exceeds 2% of total shareholding or voting rights in the company."
F1404800940434_S45,statutory fact,"13(5) The disclosures made in sub-regulations (3) and (4) shall be made within 4 working days of: (a) the receipts of intimation of allotment of shares, or (b) the acquisition or sale of shares or voting rights, as the case may be."
F1404800940434_S46,material fact," I find from the materials available on records that the Noticee was holding 4,00,000 shares of MSFL as on March 31st, 2004 i.e. 13.33% shares of MSFL. "
F1404800940434_S47,material fact,"Moreover in the reply of the Noticee dated January 08, 2008 where the Noticee had acknowledged the receipt of letters sent by investigation department, the Noticee in its para No 8 of the same had mentioned the Noticee’s Shareholding Pattern of MSFL as on December 31st, 2004 (4,00,000 shares of MSFL) & February 28, 2005 (1,51,000 shares of MSFL)."
F1404800940434_S48,material fact,"Thus, it is evident that the Noticee was holding more than 5% of the shares of the company prior to sale of the shares."
F1404800940434_S49,material fact,"Since the Noticee had sold 2,49,000 shares of MSFL which is also admitted by the Noticee in its reply dated January 08, 2008 & the same can be seen in the trading details submitted by the Noticee’s Broker Galaxy Broking Ltd through whom the Noticee sold the shares of MSFL."
F1404800940434_S50,material fact,"Since, the sale is more than 2%, it has to be disclosed to the MSFL in Form C as prescribed in Regulation 13(3) of PIT & within time prescribed in Regulation 13(5) of PIT."
F1404800940434_S51,statutory fact," In terms of regulation 13(3) read with 13(5) of SEBI (PIT), any person who holds more than 5% of shares or voting rights in a listed company is required to disclose to the company the number of shares or voting rights held and change in shareholding or voting rights "
F1404800940434_S52,material fact,"I find that with the sale of 2,49,000 shares, the Noticee crossed the limit of 2% specified in the aforesaid regulations. "
F1404800940434_S53,material fact,"Further, with the said sale, the shareholding of the Noticee came down from 13.33% to 5.03% (approx). "
F1404800940434_S54,violation,"Thus, the Noticee had attracted the disclosure requirements under regulations 13(3) and 13(5) of SEBI (PIT)."
F1404800940434_S55,procedural fact,The next issue for consideration is whether the Noticee had complied with the disclosure requirements under regulation 13(3) read with regulation 13(5) of SEBI (PIT).
F1404800940434_S56,subjective observation,"However, I don’t find any merits in its reply & I am of the view that the ignorance of law is no excuse & it is no defence for the Noticee to state that it is very small company & has No employed adequate & qualified staff."
F1404800940434_S57,subjective observation, If it can’t employ such adequate & qualified staff then there is no need of such company which can’t comply with the statutory requirements & moreover such company should No acquire or hold shares in such huge quantities.
F1404800940434_S58,material fact,"Moreover, the Noticee in its reply dated March 18, 2009 had admitted that it had No made the requisite disclosure due to reasons referred above."
F1404800940434_S59,violation,"Therefore, I am of the view that the Noticee had No complied with the disclosure requirements of regulations 13(3) and 13(5) of SEBI (PIT)."
F1404800940434_S60,subjective observation,"Therefore, the violation of the said provisions stands established. "
F1404800940434_S61,procedural fact,"The next issue for consideration is as to whether failure on the part of the Noticee to comply with the provisions of SEBI (PIT) attracts monetary penalty under section 15A(b) of SEBI Act, and if so, what would be the monetary penalty that can be imposed on the Noticee. "
F1404800940434_S62,statutory fact," The provisions of section 15 A (b) of SEBI Act is reproduced here under : Penalty for failure to furnish information, return, etc. 15A. If any person, who is required under this Act or any rules or regulations made there under,- (a) …………………………. (b) to file any return or furnish any information, books or other documents within the time specified therefor in the regulations, fails to file return or furnish the same within the time specified therefor in the regulations, he shall be liable to a penalty of one lakh rupees for each day during which such failure continues or one crore rupees, whichever is less; (c) …………………………. "
F1404800940434_S63,related fact,"The Hon’ble Supreme Court of India in the matter of SEBI Vs. Shri Ram Mutual Fund [2006] 68 SCL 216 (SC) held that “once the violation of statutory regulations is established, imposition of penalty becomes sine qua No of violation and the intention of parties committing such violation becomes totally irrelevant. "
F1404800940434_S64,related fact,Once the contravention is established then the penalty is to follow”.
