Sentence ID,Label,Sentence
F1404444629445_S1,material fact, Securities and Exchange Board of India (SEBI) had conducted investigation pertaining to issues relating to insider trading in the scrip of Satyam Computer Services Limited (SCSL) during the financial year 2008-09 (investigation period). 
F1404444629445_S2,material fact,"The investigation revealed that SCSL’s announcement on December 16, 2008 to acquire Maytas Infra Limited (MIL) and Maytas Properties Limited (MPL), the subsequent cancellation of the said proposal on December 17, 2008 and the confession made by Mr. B. Ramalinga Raju, the then Chairman of SCSL on January 07, 2009 were price sensitive information."
F1404444629445_S3,material fact,"It was also observed that certain employees and clients had sold SCSL shares between November 25, 2008 and December 16, 2008 till before the announcement and Adjudication order in respect of TAN Murti in the matter of SCSL some 80 clients sold shares before January 7, 2009. "
F1404444629445_S4,material fact,"The trading window was closed from December 17, 2008 and stayed closed till June 12, 2009. On December 17, 2008 the price of the scrip fell to a low of 151, i.e 33.5% fall from previous close price but after the cancellation of decision of acquisition, it recovered marginally to close at 157.10 on NSE."
F1404444629445_S5,allegation,"The investigation alleged that Shri T.A.N. Murti ( “Noticee”), Head, Investor Relations of SCSL, indulged in insider trading when he was in possession of unpublished price sensitive information relating to the acquisition of MIL and MPL by SCSL which was announced on December 16, 2008. It was alleged that the noticee was one of the key personnel of SCSL who got to know about the announcement of acquisition of MIL and MPL in advance and traded immediately before the announcement of acquisition. "
F1404444629445_S6,material fact,"The noticee had sold 14,500 shares on December 15, 2008 at around 11.30 AM, after which his holding in SCSL was reduced to 3000 shares."
F1404444629445_S7,material fact,"It was further observed that the noticee had sent SMS to Mr. Srinivasu Satti (SS), Head of Mergers and Acquisitions department of SCSL at midnight i.e, 00:18:51 on December 15, 2008."
F1404444629445_S8,material fact,"It was also observed from the telephone records of SS that he had called the noticee at 12:36:05 hours on December 14, 2008 and at 00:19:27 hours on December 15, 2008, which lasted for about 9 minutes."
F1404444629445_S9,material fact,"SS had mailed the draft presentation on the acquisition deal to the noticee on December 14, 2008 at 7:56 PM."
F1404444629445_S10,material fact,"The financial results of MPL were also sent to the noticee by SS at 7:53 PM and 10:09 PM on December 14, 2008 through two e-mails."
F1404444629445_S11,procedural fact," In view of the findings of the investigation as given above, SEBI, vide Orders dated January 07, 2011 and April 08, 2011, appointed the undersigned as Adjudicating Officer (AO) under Section 15-I of the SEBI Act, 1992 (SEBI Act) read with Rule 3 of Securities and Exchange Board of India (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (Adjudication Rules) to inquire into and adjudge under Section 15G of the SEBI Act, the alleged violation of Regulation 3 (i) of the SEBI (Prohibition of Insider Trading) Regulations, 1992 (PIT Regulations) read with Section 12A (d) and (e) of the SEBI Act by the Noticee."
F1404444629445_S12,procedural fact," Show Cause Notice dated August 17, 2011 (SCN) was issued to the Noticee in terms of the provisions of Rule 4 (1) of the Adjudication Rules to show cause as to why an inquiry should No be held against him in respect of the violations alleged to have been committed by him."
F1404444629445_S13,allegation,The SCN alleged that the Noticee had traded in the shares of SCSL when in possession of unpublished price sensitive information.
F1404444629445_S14,material fact,"Copy of the statement of the noticee recorded by SEBI, noticee's letter dated February 01, 2010 to SEBI, telephone records of the noticee of his phone No 9849171150 mentioning details of calls to the number (9849098158) of SS and copies of e-mails received by the noticee on December 14, 2008 from SS were furnished to the noticee along with the SCN."
F1404444629445_S15,procedural fact," In response to the SCN, the noticee had sought, vide e-mail dated September 02, 2011, 6 weeks time for filing reply."
F1404444629445_S16,procedural fact," However, the Noticee was informed vide letter dated September 09, 2011 that such long extension of time for filing reply to SCN cannot be granted and he was advised to appear for personal hearing on September 29, 2011."
F1404444629445_S17,procedural fact," Further, vide e- mail dated September 14, 2011, the noticee was advised to submit response to the SCN."
F1404444629445_S18,procedural fact,"The noticee appeared for hearing on September 29, 2011 and submitted that he had filed consent application for settling the proceedings."
F1404444629445_S19,procedural fact,"SEBI, vide communication dated September 04, 2012 advised that the consent application filed by noticee had been rejected."
F1404444629445_S20,procedural fact,"Vide e- mail dated September 27, 2012 , the noticee has also intimated that the consent application filed by him had been rejected by SEBI and sought time till October 25, 2012 for filing reply."
F1404444629445_S21,procedural fact,"Vide notice dated October 05, 2012, the request of the noticee for extension of time was acceded to partially and the noticee was advised to file the reply on or before personal hearing scheduled for October 19, 2012."
F1404444629445_S22,procedural fact,"The noticee’s representative, Shri Joby Mathew, Advocate, vide letter dated October 15, 2012 sought time for filing reply till October 25, 2012 and also requested for rescheduling the personal hearing fixed for October 19, 2012."
F1404444629445_S23,procedural fact,"The noticee was advised to appear for hearing on November 05, 2012."
F1404444629445_S24,procedural fact,"The noticee submitted detailed reply vide letter dated October 31, 2012 and appeared for hearing on November 05, 2012."
F1404444629445_S25,procedural fact,"During the hearing, while reiterating the submissions made vide reply dated October 31, 2012, the noticee sought time till Adjudication order in respect of TAN Murti in the matter of SCSL November 12, 2012 for filing additional submissions."
F1404444629445_S26,procedural fact,"The noticee submitted additional submissions vide letter dated November 09, 2012."
F1404444629445_S27,defendant claim," The salient submissions of the Noticee in response to the SCN, made vide his letters dated October 31, 2012 and November 09, 2012 are as under:  He is an alumni of the prestigious Indian Institute of Management (IIM) Bangalore and Birla Institute of Technology (BITS) Ranchi"
F1404444629445_S28,defendant claim, He joined SCSL in 2001 and he has never been a designated employee No a key managerial person in any offer document and public record.
F1404444629445_S29,defendant claim," He was No part of the ""Leadership council""  As an Assistant Vice President of Finance & Investor Relations, he was No always privy to information available to Board of Directors or the senior management of SCSL."
F1404444629445_S30,defendant claim,"  With regard to the merger of MIL & MPL, he received a draft version of the proposal from SS on December 14, 2008 & the said proposal did No mention the names of the entities to be merged, the date of merger or any other material particulars based on which a decision could have been taken to sell the shares of SCSL."
F1404444629445_S31,defendant claim," He met the Chairman of SCSL only late in the evening of December 15, 2008 (after he had sold his shares) i.e. on the eve of the Board meeting and only in the said meeting for the first time he came to know about the merger and the identity of the entities that were proposed to be merged with SCSL."
F1404444629445_S32,defendant claim,He was involved in the Board meeting with the Chairman and was given information regarding the merger for having interaction with investors following the announcement of the merger.
F1404444629445_S33,defendant claim,"Further, he was equally surprised by the decision of the Board to withdraw the proposal for merger on December 17, 2008."
F1404444629445_S34,defendant claim,"He sold the shares of SCSL in December, 2008 to accumulate funds for purchase of a house flat at a better location and having better amenities in Hyderabad."
F1404444629445_S35,defendant claim," He had received the draft presentation on proposed acquisition of the two companies from SS at 7.53 pm and 10.09 pm on December 14, Adjudication order in respect of TAN Murti in the matter of SCSL 2008."
F1404444629445_S36,defendant claim," However, he would No have been able to take the decision to sell a major portion of his holdings in SCSL based on such incomplete data information."
F1404444629445_S37,defendant claim,"  The contract notes issued by broker in respect of the sale of 14,500 shares of SCSL on December 15, 2008 show the time of sale as 11.16 am whereas in the Show Cause Notice, the time of sale is stated to be from around 11.30 a.m. "
F1404444629445_S38,defendant claim, It is No established from the SMS sent by the noticee or the conversation that he had with SS was with the knowledge of the proposed merger or the details thereof.
F1404444629445_S39,defendant claim," The call on December 14, 2008 at 12:36:05 was for a mere 7 seconds thereby precluding the chance of SS passing on the purported unpublished price sensitive information, as falsely alleged or otherwise."
F1404444629445_S40,defendant claim,"  Even the Compliance Officer of SCSL closed the trading window only on December 17, 2008."
F1404444629445_S41,defendant claim,"As the trading window was No closed, he did No suspect the presence of UPSI."
F1404444629445_S42,defendant claim,  The sale of these shares was influenced by numerous analyst and Bloomberg indicating lower profit estimates and target prices for many IT sector companies.
F1404444629445_S43,procedural fact,"I have carefully perused the documents available on record, written and oral submissions made by the Noticee."
F1404444629445_S44,issues framed,The issues that arise for consideration in the present case are: a. Whether the Noticee has violated the provisions of Regulation 3 (i) of the PIT Regulations read with Section 12A (d) and (e) of the SEBI Act? 
F1404444629445_S45,issues framed,"b. Does the violation, if any, on the part of the Noticee attract penalty under section 15G of SEBI Act?"
F1404444629445_S46,issues framed," c. If so, how much penalty should be imposed on the Noticee taking into consideration the factors mentioned in section 15J of the SEBI Act?"
F1404444629445_S47,statutory fact,"The relevant provisions of the SEBI Act and the PIT Regulations are as follows: ""Section 12A, SEBI Act- Prohibition of manipulative and deceptive devices, insider trading and substantial acquisition of securities or control: No person shall directly or indirectly- (a).......... (b).......... (c)................. (d) engage in insider trading; (e) deal in securities while in possession of material or non-public information or communicate such material or non-public information to any other person, in a manner which is in contravention of the provisions of this Act or the rules or the regulations made thereunder....."""
F1404444629445_S48,statutory fact,"Reg.3(i), PIT Regulations- Prohibition on dealing, communicating or counseling on matters relating to insider trading: No insider shall- (i) either on his own behalf or on behalf of any other person, deal in securities of a company listed on any stock exchange when in possession of any unpublished price sensitive information;"
F1404444629445_S49,statutory fact,Regulation 3 (i) of the PIT Regulations prohibits dealing in securities of a company when in possession of unpublished price sensitive information.
F1404444629445_S50,statutory fact,"Section 12A (d) and (e) of the SEBI Act prohibit insider trading and dealing in securities, while in possession of material or non-public information, in a manner which is in contravention of the provisions of the SEBI Act and the rules and regulations made thereunder."
F1404444629445_S51,procedural fact,"I note that in order to establish the charge, it is necessary to prove that the noticee was an 'insider' and whether he dealt in securities when in possession of any 'unpublished price sensitive information'."
F1404444629445_S52,statutory fact,"In terms of Regulation 2(e) of the PIT Regulations, an 'insider' is any person who is or was connected with the company or is deemed to have been connected with the company."
F1404444629445_S53,statutory fact,"Regulation 2(c) of PIT Regulations deals with the term 'connected person' and as per Regulation 2(c) (ii), inter alia, any person who occupies the position as an officer or an employee of the company is a person connected to the Adjudication order in respect of TAN Murti in the matter of SCSL company."
F1404444629445_S54,subjective observation," I find that the noticee was Head, Investor Relations of SCSL during the period of investigation and being an employee of the company he was a 'connected person' and was thus an 'insider' of the company. "
F1404444629445_S55,procedural fact,"In order to decide whether the said acquisition proposal amounted to 'price sensitive information', it is imperative to look into the relevant legal provisions concerning the same."
F1404444629445_S56,statutory fact,"Regulation 2(ha) of the PIT Regulations states as under:- ""price sensitive information' means any information which relates directly or indirectly to a company and which if published is likely to materially affect the price of securities of company."
