Sentence ID,Label,Sentence
F1314613428609_S1,material fact,Securities and Exchange Board of India (hereinafter referred to as ’SEBI’) conducted an investigation into the alleged irregularities in the scheme of amalgamation of Gobind Sugar Mills Ltd (GSML) with Zuari Industries Ltd (ZIL).
F1314613428609_S2,material fact,"The Investigating Authority observed that M s Uttar Pradesh Trading Company Ltd (hereinafter referred to as the ‘Noticee’) was holding 3,20,000 shares of GSML as on December 15, 2006 constituting 10% of the share capital of GSML. "
F1314613428609_S3,material fact,"Out of the said shares, the Noticee on December 11, 2009 sold transferred through off market 1,59,500 shares (constituting 4.98% of share capital of GSML) to one M s. Taralta Commercial Pvt Ltd (TCPL) in contravention of the provisions of Securities Contracts (Regulation) Act, 1956 (SCR Act). "
F1314613428609_S4,material fact,"Further, the Noticee sold the remaining 1,60,500 shares of GSML constituting 5.016 % of share capital during February 4-11, 2010. "
F1314613428609_S5,violation,"Though the change in shareholding was more than 2% from the last disclosure, the Noticee failed to make the required disclosure under the provisions of SEBI (Prohibition of Insider Trading) Regulations, 1992 (PIT Regulations)."
F1314613428609_S6,procedural fact,"In view of the above, SEBI has initiated adjudication proceedings under the SCR Act and the Securities Exchange Board of India Act, 1992 (hereinafter referred to as “SEBI Act”) against the Noticee for its alleged violations of the provisions of SCR Act and PIT Regulations. "
F1314613428609_S7,procedural fact,"The Adjudicating Officer (AO) issued a Notice dated May 10, 2011 (hereinafter referred to as ‘SCN’) in terms of the provisions of Rule 4 of SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (Adjudication Rules 1) read with Rule 4 of Securities Contracts (Regulation) (Procedure for Holding Inquiry and Imposing Penalties by Adjudication Officer) Rules, 2005 (Adjudication Rules 2) requiring the Noticee to show cause as to why an inquiry should No be held against it for the violations alleged to have been committed by it. "
F1314613428609_S8,allegation,"It was alleged in the SCN that the Noticee was holding 3,20,000 shares constituting 10% of share capital of GSML as on December 15, 2006."
F1314613428609_S9,material fact,"The Noticee on December 11, 2009 transferred sold through off market 1,59,500 shares to TCPL which constituted 4.98% of share capital of GSML. "
F1314613428609_S10,material fact,"The payment for the said sale transfer received on December 14, 2009 and the delivery of the said shares were made on January 06, 2010. "
F1314613428609_S11,violation,The transaction was off market but No a spot delivery contract as defined in SCR Act. 
F1314613428609_S12,allegation,The Noticee was therefore alleged to have violated Sections 13 and 16 read with 18 of SCR Act.
F1314613428609_S13,material fact,"Further the Noticee during February 4-11, 2010 sold another 1,60,500 shares in market which constituted 5.016% of share capital of GSML."
F1314613428609_S14,material fact,The change in shareholding of the Noticee was more than 2% of the share capital. 
F1314613428609_S15,violation,The Noticee failed to make disclosure as required under Regulation 13(3) read with 13(5) of PIT Regulations.
F1314613428609_S16,procedural fact,"The Noticee vide letter dated June 16, 2011 replied to the SCN. "
F1314613428609_S17,procedural fact,"The AO considered the facts of the case, reply of the Noticee and other materials available on record and decided to conduct an inquiry in the matter."
F1314613428609_S18,procedural fact," I granted an opportunity of personal hearing to the Noticee on July 28, 2011. "
F1314613428609_S19,procedural fact,The authorized representative of the Noticee appeared before me on the said date and made oral submissions. 
F1314613428609_S20,procedural fact,"In view of the above, I am proceeding with the matter on the basis of material available on record. "
F1314613428609_S21,procedural fact," I have carefully perused the charges made against the Noticee mentioned in the SCN, written and oral submissions made by the Noticee and the documents available on record. "
F1314613428609_S22,issues framed,The issues that arise for consideration in the present case are:- a) Whether the Noticee has violated Sections 13 and 16 read with 18 of SCR Act and Regulations 13(3) read with 13(5) of PIT Regulations?
F1314613428609_S23,issues framed,"b) Do the violations, if any, on the part of the Noticee attract any monetary penalty under Sections 23H of SCR Act and 15A(b) of SEBI Act?"
F1314613428609_S24,issues framed,"c) If so, what should be the monetary penalty that can be imposed taking into consideration the factors mentioned in 23J of SCR Act and Section 15J of SEBI Act, 1992?"
F1314613428609_S25,statutory fact,"Before moving forward, it will be appropriate to refer to the relevant provisions of SCR Act and PIT Regulations which inter alia read as under:- SCR Act “spot delivery contract” means a contract which provides for,— (a) actual delivery of securities and the payment of a price therefor either on the same day as the date of the contract or on the next day, the actual period taken for the despatch of the securities or the remittance of money therefor through the post being excluded from the computation of the period aforesaid if the parties to the contract do No reside in the same town or locality; (b) transfer of the securities by the depository from the account of a beneficial owner to the account of another beneficial owner when such securities are dealt with by a depository;] Contracts in notified areas illegal in certain circumstances. "
F1314613428609_S26,statutory fact,"13. If the Central Government is satisfied, having regard to the nature or the volume of transactions in securities in any [State or States or area] that it is necessary so to do, it may, by notification in the Official Gazette, declared this section to apply to such [State or States or area], and thereupon every contract in such [State or States or area] which is entered into after the date of the notification otherwise than between members of a recognised stock exchange [or recognised stock exchanges] in such [State or States or area] or through or with such member shall be illegal : [Provided that any contract entered into between members of two or more recognised stock exchanges in such State or States or area, shall— (i) be subject to such terms and conditions as may be stipulated by the respective stock exchanges with prior approval of Securities and Exchange Board of India; (ii) require prior permission from the respective stock exchanges if so stipulated by the stock exchanges with prior approval of Securities and Exchange Board of India.] Power to prohibit contracts in certain cases. "
F1314613428609_S27,statutory fact,"16.(1) If the Central Government is of opinion that it is necessary to prevent undesirable speculation in specified securities in any State or area, it may, by notification in the Official Gazette, declare that no person in the State or area specified in the notification shall, save with the permission of the Central Government, enter into any contract for the sale or purchase of any security specified in the notification except to the extent and in the manner, if any, specified therein."
F1314613428609_S28,statutory fact,(2) All contracts in contravention of the provisions of sub-section (1) entered into after the date of notification issued thereunder shall be illegal. 
F1314613428609_S29,statutory fact,"Exclusion of spot delivery contracts from sections 13, 14, 15 and 17. "
F1314613428609_S30,statutory fact,"18.(1) Nothing contained in sections 13, 14, 15 and 17 shall apply to spot delivery contracts. "
F1314613428609_S31,statutory fact,"(2) Notwithstanding anything contained in sub-section (1), if the Central Government is of opinion that in the interest of the trade or in the public interest it is expedient to regulate and control the business of dealing in spot delivery contracts also in any State or area (whether section 13 has been declared to apply to that State or area or not), it may, by notification in the Official Gazette, declare that the provisions of section 17 shall also apply to such State or area in respect of spot delivery contracts generally or in respect of spot delivery contracts for the sale or purchase of such securities as may be specified in the notification, and may also specify the manner in which, and the extent to which, the provisions of that section shall so apply. "
F1314613428609_S32,statutory fact,PIT Regulations Disclosure of interest or holding by directors and officers and substantial shareholders in a listed company - Initial Disclosure.
F1314613428609_S33,statutory fact,"13. (1)…… (3)Any person who holds more than 5% shares for voting rights in any listed company shall disclose to the company [in Form C] the number of shares or voting rights held and change in shareholding or voting rights, even if such change results in shareholding falling below 5%, if there has been change in such holdings from the last disclosure made under sub- regulation (1) or under this sub-regulation; and such change exceeds 2% of total shareholding or voting rights in the company. ("
F1314613428609_S34,statutory fact,"5) The disclosure mentioned in sub-regulations (3) and (4) shall be made within 4 working days of: (a) the receipts of intimation of allotment of shares, or (b) the acquisition or sale of shares or voting rights, as the case may be."
F1314613428609_S35,allegation," Firstly, I am dealing with the allegation whether the off market transfer of 1,59,500 shares of GSML made by the Noticee to TCPL is in contravention of the provisions of Sections 13 and 16 read with 18 of the SCR Act."
F1314613428609_S36,allegation,"It has been alleged that the Noticee sold the shares on December 11, 2009 and the transaction was No a spot delivery contract as defined in SCR Act. "
F1314613428609_S37,material fact,"The payment for the said sale was received on December 14, 2009 and the delivery of the said shares was made only on January 06, 2010. "
F1314613428609_S38,defendant claim,"To this charge the submissions of the Noticee are summarized below: a. The Noticee sold 159,500 shares of GSML to Taralta on December 11, 2009 by way of an off-market transaction."
F1314613428609_S39,defendant claim,"It raised a bill of the sale consideration amounting to Rs.79,75,000 on December 11, 2009. "
F1314613428609_S40,defendant claim,"On receipt of the said bill, Taralta gave three separate cheques aggregating to a sum of Rs.79,75,000 being the consideration to the Noticee on December 11, 2009 at around 3.00 PM itself, i.e. payment for price was made on the same day the invoice was passed. "
F1314613428609_S41,defendant claim,"However, as December 12, 2009 was a Saturday and December 13, 2009 was a Sunday, the said cheques were deposited by the Noticee with its bank only on Monday, i.e., December 14, 2009 due to the intervention of these two non-clearing days. "
F1314613428609_S42,defendant claim,"Therefore, the payment of the Consideration was received by the Noticee on December 11, 2009, i.e., on the date of the sale itself and this was in accordance with Section 2(i) of the SCR Act. "
