Sentence ID,Label,Sentence
F1409133457223_S1,material fact,"Securities and Exchange Board of India (hereinafter referred to as ‘SEBI’) conducted an examination into the alleged irregularity in the trading in the shares of M s Sun Pharma Advanced Research Ltd (hereinafter referred to as 'SPARL company') and into possible violation of the provisions of Securities and Exchange Board of India Act, 1992 (hereinafter referred to as 'SEBI Act, 1992') and various rules and regulations made there under for the period from April 01, Adjudication order in respect of M s Virtuous Share Investments Pvt Ltd in the matter of Sun Pharma Advanced Research Co. Ltd August 27, 2014 2013 to April 30, 2013 (hereinafter referred to as 'examination period'). "
F1409133457223_S2,material fact,The examination inter-alia revealed that the shares of SPARL are listed on Bombay Stock Exchange Limited (BSE) and National Stock Exchange Limited (NSE).
F1409133457223_S3,allegation,"M s Virtuous Share Investment Ltd (hereinafter referred to as 'Noticee'), one of the promoter group entity of SPARL had violated provisions of regulation 13(1) of SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as 'PIT Regulations, 1992')."
F1409133457223_S4,procedural fact,"The undersigned was appointed as Adjudicating Officer vide order dated April 10, 2014 under section 15 I of the SEBI Act, 1992 read with rule 3 of SEBI (Procedure for Holding Inquiry and Imposing Penalty by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the ‘Rules’) to inquire into and adjudge under section 15A (b) of the SEBI Act, 1992 for the alleged violation of regulation 13(1) of PIT Regulations, 1992. "
F1409133457223_S5,procedural fact,"Show Cause Notice No ASK RGA 15708 2014 dated June 02, 2014 (hereinafter referred to as 'SCN') was issued to the Noticee under rule 4(1) of the Rules to show cause as to why an inquiry should No be initiated and penalty be No imposed under section 15A (b) of the SEBI Act, 1992 for the alleged violation specified in the SCN. "
F1409133457223_S6,procedural fact,"Vide letter dated June 26, 2014, the Noticee filed a reply to the SCN. "
F1409133457223_S7,procedural fact,"In the interest of natural justice and in order to conduct an inquiry in terms of rule 4(3) of the Rules, the Noticee was granted an opportunity of Adjudication order in respect of M s Virtuous Share Investments Pvt Ltd in the matter of Sun Pharma Advanced Research Co. Ltd August 27, 2014 personal hearing on August 20, 2014 vide notice dated July 21, 2014."
F1409133457223_S8,procedural fact,The Authorized Representative appeared on behalf of the Noticee and reiterated the submissions of the Noticee and sought two days time for filing additional written submissions. 
F1409133457223_S9,procedural fact,"Accordingly, vide letter dated August 25, 2014 the Noticee filed additional written submissions. "
F1409133457223_S10,procedural fact, I have carefully perused the written submissions of the Noticee and the documents available on record. 
F1409133457223_S11,issues framed,"The issues that arise for consideration in the present case are : a. Whether the Noticee had violated the provisions of regulation 13(1) of PIT Regulations, 1992?"
F1409133457223_S12,issues framed,"b. Does the violation, if any, attract monetary penalty under section 15A (b) of SEBI Act, 1992?"
F1409133457223_S13,issues framed,"c. If so, what would be the monetary penalty that can be imposed taking into consideration the factors mentioned in section 15J of SEBI Act, 1992?"
F1409133457223_S14,statutory fact,"Before moving forward, it is pertinent to refer to the relevant provisions of PIT Regulations, 1992 which reads as under:- SEBI (Prohibition of Insider Trading) Regulations, 1992 Disclosure of interest or holding by directors and officers and substantial shareholders in listed companies - Initial Disclosure."
F1409133457223_S15,statutory fact,"13. (1) Any person who holds more than 5% shares or voting rights in any listed company shall disclose to the company in Form A, the number of shares or voting rights held by such person, on becoming such holder, within 2 working days of :— (a) the receipt of intimation of allotment of shares; or (b) the acquisition of shares or voting rights, as the case may be."
F1409133457223_S16,issues framed,"The issues for examination in this case and the findings thereon are as follows: (a) Whether the Noticee had violated the provisions of regulation 13(1) of PIT Regulations, 1992?"
F1409133457223_S17,material fact, It was observed during examination that a) The Noticee is a promoter group entity of SPARL.
F1409133457223_S18,material fact,"b) Pursuant to the Rights Issue, SPARL had allotted 16,49,653 partly paid-up shares to the Noticee on October 03, 2012."
F1409133457223_S19,material fact,"Consequently, shareholding of the Noticee increased from 1,03,18,427 constituting 4.98% of the share capital of SPARL to 1,19,68,080 shares constituting 5.06% of the share capital of SPARL. "
F1409133457223_S20,material fact,"The intimation of receipt of allotment was received by the Noticee on October 10, 2012."
F1409133457223_S21,statutory fact,"In this regard, I note that as per regulation 13(1) of PIT Regulations, 1992, any person who holds more than 5% shares or voting rights in any listed company, shall disclose to the company the number of shares or voting rights held by such person on becoming the holder within two working days of the receipt of allotment of shares or acquisition of shares or voting rights."
F1409133457223_S22,material fact,"In the instant case, consequent to the allotment of shares pursuant to Rights Issue shareholding of the Noticee increased from 1,03,18,427 constituting 4.98% of the share capital of SPARL to 1,19,68,080 shares constituting 5.06% of the share capital of SPARL. "
F1409133457223_S23,material fact,"The intimation of receipt of allotment was received by the Noticee on October 10, 2012. "
F1409133457223_S24,material fact,"The Noticee having exceeded the benchmark limit of 5% as specified under regulation 13(1) of PIT Regulations, 1992, was required to disclose its shareholding to the company i.e. SPARL on becoming such holder of 5% within two days from the receipt of intimation of allotment of shares Adjudication order in respect of M s Virtuous Share Investments Pvt Ltd in the matter of Sun Pharma Advanced Research Co. Ltd August 27, 2014 i.e. on or before October 12, 2012."
F1409133457223_S25,violation,"On the basis of information submitted by the Noticee, it is observed that the Noticee had failed to make disclosure under regulation 13(1) of PIT Regulations, 1992. "
F1409133457223_S26,material fact,I find from the reply of the Noticee to the SCN that the Noticee has No disputed the allotment of shares through Rights Issue.
F1409133457223_S27,defendant claim,"The Noticee has contended that it was under an assumption that since it was a part of promoter group of SPARL, the applicable regulation for disclosure was regulation 13(4A) of PIT Regulations, 1992."
F1409133457223_S28,defendant claim,"Accordingly, the Noticee has filed disclosure under regulation 13(4A) of PIT Regulations, 1992 in Form D and No under regulation 13(1) of PIT Regulations, 1992 in Form A."
F1409133457223_S29,defendant claim,"The disclosure under regulation 13(4A) of PIT Regulations, 1992 was made by the Noticee with a delay of more than a month."
F1409133457223_S30,defendant claim,The particulars to be disclosed in Form A and Form D are almost identical and hence all the material information were available for the public at large.
F1409133457223_S31,subjective observation,I do No find merit in the contention of the Noticee.
F1409133457223_S32,related fact," In this context, I would like to rely on observation of Hon'ble Securities Appellate Tribunal (SAT) in Premchand Shah and Others V. SEBI dated February 21, 2011, wherein it was held that ""…….When a law prescribes a manner in which a thing is to be done, it must be done only in that manner.……Non-disclosure of information in the prescribed manner deprived the investing public of the information which is required to be available with them when they take informed decision while making investments………………… """
