Sentence ID,Label,Sentence
F1312280268805_S1,material fact,Securities and Exchange Board of India (hereinafter referred to as “SEBI”) conducted investigation in trading in the scrip of M s Flawless Diamond India Limited (hereinafter referred to as ‘FDIL’ ‘Company’) which is listed on Bombay Stock Exchange (hereinafter referred to as ‘BSE’).
F1312280268805_S2,material fact,The period of investigation in the scrip of FDIL was from June 2006 to February 2007 (hereinafter referred to as ‘Investigation Period’).
F1312280268805_S3,allegation,"The findings of the investigation led to the allegation that M s Akanksha Holdings Private Limited (hereinafter referred to as ‘AHPL’ ‘Noticee’) had violated the provisions of regulation 13(3) read with regulation 13(5) of SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as ‘PIT Regulations’) and therefore consequently, liable for monetary penalty under section 15A(b) of the SEBI Act."
F1312280268805_S4,procedural fact,"The undersigned has been appointed as Adjudicating Officer vide order dated March 23, 2011 under section 15 I of SEBI Act read with rule 3 of SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (hereinafter referred to as ‘Rules’) to inquire into and adjudge the alleged violations of provisions of PIT Regulations. "
F1312280268805_S5,procedural fact,"Show Cause Notice No EAD-7 PB AK 16986 2011 dated May 27, 2011 (hereinafter referred to as “SCN”) was issued to the Noticee under rule 4(1) of the Rules to show cause as to why an inquiry should No be initiated and penalty be No imposed under section 15A(b) of SEBI Act for the alleged violation specified in the said SCN. "
F1312280268805_S6,procedural fact,The said SCN was sent through courier and was delivered to the Noticee.
F1312280268805_S7,allegation,"It was alleged in the SCN that, the shareholding of the Noticee in FDIL for the quarter ending March 2007 was 3,81,990 shares i.e. 6.60% of total shareholding of FDIL consisting of 57,90,000 shares."
F1312280268805_S8,material fact,"During the June 2007 quarter FDIL had converted the warrants into shares which resulted in increase in share capital of FDIL to 1,44,78,000 shares."
F1312280268805_S9,material fact," Further, upon selling 1,00,491 shares of FDIL in market during the June 2007 quarter by the Noticee and because of the conversion of warrants into shares, the shareholding of the Noticee decreased to 2,81,499 shares i.e. 1.94% of total shareholding of FDIL."
F1312280268805_S10,allegation," It was alleged that as there was a change of more than 2% of shareholding of the Noticee in FDIL, the Noticee was required to make the disclosures to the company i.e. FDIL, in accordance with the provisions of regulation 13(3) read with regulation 13(5) of PIT Regulations i.e. within four working days from the date of selling, which the Noticee had failed to do. "
F1312280268805_S11,allegation,"Therefore, it was alleged that Noticee had violated the provisions of regulation 13(3) read with regulation 13(5) of PIT Regulations."
F1312280268805_S12,defendant claim,"The Noticee vide letter dated July 02, 2011 submitted its reply to the SCN, which inter alia stated as under: “………… 1. At the outset, we deny the allegations made against us in the said Notice, save and except those, which are specifically admitted herei."
F1312280268805_S13,defendant claim,"Nothing stated in the said Notice shall be deemed to be admitted by me merely on account of non-traverse, unless the same is specifically admitted in this reply. "
F1312280268805_S14,defendant claim,2. Our para-wise reply to the Notice is as follows:
F1312280268805_S15,defendant claim,"3. With regard to Para 1 to Para 2 of the Notice, it is submitted that the same is a matter of record therefore we have no comments to offer on the same. "
F1312280268805_S16,defendant claim,"4. With regard to Para 3 to Para 6 of the Notice, it is submitted that the same quotes various provisions of the PIT Regulations."
F1312280268805_S17,defendant claim,"5. With regard to Para 5 of the Notice, it is submitted that admittedly we are holding 3,81,990 equity shares (6.60%) for the quarter ending March 2007."
F1312280268805_S18,defendant claim,"We also admit that we had sold 1,00,491 equity shares of the company in the June 2007."
F1312280268805_S19,defendant claim,Since we had sold less that 2% of the equity of the target company there is no need to file the disclosure under regulation 13(3) read with regulation 13(5) of PIT Regulations.
F1312280268805_S20,defendant claim,"6. For the sake of argument we are re-producing the regulation 13(5) of the PIT for your reference: (5) The disclosure mentioned in sub-regulation (3) and (4) shall be made within 4 working days of: (a) the receipts of intimation of allotment of shares, or (b) the acquisition or sale of shares or voting rights, as the case may be. "
F1312280268805_S21,defendant claim,"As per regulation 13(3) read with regulation 13(5)(b) disclosure is to be filed when the acquisition or sale of shares or voting rights, as the case may be. In our case we had sold 1,00,491 shares in June 2007 which is 0.69% of the capital of the company."
F1312280268805_S22,defendant claim,7. We further inform you that our holding decreased more that 2% on account of conversion of warrants into equity shares by the company and the same is No covers into regulation 13(5) of PIT Regulations.
F1312280268805_S23,defendant claim,8. In view of the foregoing submissions it is respectfully submitted that the allegations in the show cause Notice are tenable. 
F1312280268805_S24,defendant claim,It is therefore humbly prayed that kindly the notice be discharged and the charges as leveled against us be dropped. 
F1312280268805_S25,defendant claim,9. Copy of PAN No is enclosed herewith.”
F1312280268805_S26,procedural fact,"In the interest of natural justice and in order to conduct an inquiry in terms of rule 4(3) of the Rules, the Noticee was granted an opportunity of personal hearing on July 19, 2011, vide notice dated July 05, 2011 sent through SPAD to the Noticee."
F1312280268805_S27,procedural fact,"The said hearing notice was delivered to the Noticee. Mr. Balveer Singh Choudhary, Choudhary & Singhvi, Chartered Accountants, Authorized Representative, (hereinafter referred to as “AR”) appeared on behalf of the Noticee."
F1312280268805_S28,material fact,"During the hearing, the AR reiterated the submissions made vide letter dated July 02, 2011 and stated inter alia as under: “I deny the charges leveled against the Noticee in the SCN. "
F1312280268805_S29,material fact,"The shareholding of the Noticee was 3,81,990 equity shares (6.60% of the total shareholding of the company i.e. 57,90,000 shares) for quarter ending March 2007. "
F1312280268805_S30,material fact,"On account of conversion of warrants by the company on April 24, 2007 the total shareholding of the company increased to 1,44,78,000 shares due to which the shareholding of the Noticee (3,81,990 shares i.e. 2.64% of the total shareholding of the company) fell below 5%. "
F1312280268805_S31,material fact,"Noticee had sold 1,00,491 equity shares (0.69% of the total shareholding of the company) of the company in June 2007. "
F1312280268805_S32,material fact,"Since Noticee had sold less than 2% of equity shares of the company, there is no need to file the disclosure under regulation 13(3) read with regulation 13(5) of SEBI (Prohibition of Insider Trading) Regulations, 1992. "
F1312280268805_S33,material fact,"The shareholding of the Noticee after the sale is 2,81,499 equity shares (1.95% of the total shareholding of the company) of the company.”"
F1312280268805_S34,procedural fact,"During the course of hearing, the undersigned had asked the AR to provide the date on which the Noticee had sold 1,00,491 equity shares of the company. "
F1312280268805_S35,procedural fact,The AR requested 2 days time to furnish the details which was granted. 
F1312280268805_S36,material fact,"The AR vide email dated July 20, 2011 furnished the following details in regard to the selling of 1,00,491 shares of FDIL:"
F1312280268805_S37,material fact,Date of Holding Transaction No of Share held % of Total Capital held Share sold Percentage of share sold with respect to the total shares of the company Total Shares of the Company 31st March 2007 381990 6.60% 5790000 10th April 2007 50000 0.86 5790000 12th April 2007 491 0.01 5790000 26th June 2007 25000 0.17 14478000 27th June 2007 25000 0.17 14478000 30th June 2007 281499
F1312280268805_S38,issues framed,I have carefully perused the submissions of the Noticee and the documents available on record. The issues that arise for consideration in the present case are :
F1312280268805_S39,issues framed,a. Whether Noticee had violated the provisions of regulation 13(3) read with regulation 13(5) of PIT Regulations?
F1312280268805_S40,issues framed,"b. Does the violation, if any, attract monetary penalty under section 15A(b) of the SEBI Act?"
F1312280268805_S41,issues framed,"c. If so, what would be the monetary penalty that can be imposed taking into consideration the factors mentioned in section 15J of the SEBI Act?"
F1312280268805_S42,statutory fact,"Before moving forward, it is pertinent to refer to the relevant provisions of PIT Regulations, which reads as under:- 13. Disclosure of interest or holding by directors and officers and substantial shareholders in a listed company – Initial Disclosure Initial Disclosure (1) ………………. (2)………………. Continual disclosure (3) Any person who holds more than 5% shares or voting rights in any listed company shall disclose to the company [in Form C] the number of shares or voting rights held and change in shareholding or voting rights, even if such change results in shareholding falling below 5%, if there has been change in such holdings from the last disclosure made under sub- regulation (1) or under this sub-regulation; and such change exceeds 2% of total shareholding or voting rights in the company."
F1312280268805_S43,statutory fact,"(5) The disclosure mentioned in sub-regulations (3) and (4) shall be made within 4 working days of : (a) the receipts of intimation of allotment of shares, or (b) the acquisition or sale of shares or voting rights, as the case may be."
F1312280268805_S44,statutory fact,Disclosure by company to stock exchanges (6)……………….. 
F1312280268805_S45,statutory fact,"As per regulations 13 (3) & 13(5) of PIT Regulations, any person who is holding more than 5% of shares or voting rights in any listed company has to make the required disclosure to the company if there is any change in shareholding of such person by more than 2% of total shareholding or voting rights in the company, in a prescribed format, within 4 working days from (a) the receipt of intimation of allotment of shares or (b) the acquisition of shares or voting rights, as the case may be."
F1312280268805_S46,material fact,"Upon perusal of the documents available on record I find that, the shareholding of the Noticee in FDIL for the quarter ending March 2007 was 3,81,990 shares i.e. 6.60% of total share capital of the company consisting of 57,90,000 shares for the quarter ending March 2007. "
F1312280268805_S47,material fact,"During June 2007 quarter, i.e. on April 24, 2007, FDIL had converted the warrants into shares which resulted in increase in share capital of FDIL from 57,90,000 shares to 1,44,78,000 shares. "
F1312280268805_S48,material fact,"Further, Noticee upon selling 1,00,491 shares of FDIL in market during June 2007 quarter and because of increase in share capital of the company on account of conversion of warrants into shares, the shareholding of the Noticee decreased to 2,81,499 shares i.e. 1.94% of total share capital of the company consisting of 1,44,78,000 shares for the quarter ending June 2007."
