Sentence ID,Label,Sentence
F1288673034598_S1,material fact,"Securities and Exchange Board of India (hereinafter referred to as ‘SEBI’) has conducted investigation into the alleged irregularity in the shares of Shelter Infra Projects Ltd., formerly known as CCAP Ltd (hereinafter referred to as ‘SIPL’) and into the possible violations of the SEBI Act, 1992 (hereinafter referred to as the Act) and the various Regulations made there under for the period from April 01, 2009 to September 22, 2009."
F1288673034598_S2,material fact,"The Investigation, inter alia, revealed that the Board of Directors of SIPL approved a Shares Purchase Agreement at its meeting held on July 30, 2009 to be executed between the SIPL and the proposed acquirers on July 31, 2009 for the sale of the issued and subscribed equity share capital of the company held by the erstwhile promoters, as also change in management of the company. "
F1288673034598_S3,material fact,"On August 07, 2009 the managers to the offer on behalf of the acquirer issued a public announcement to the equity shareholders of SIPL."
F1288673034598_S4,statutory fact,"According to the Code of Conduct framed and approved by SIPL in terms of Schedule II of the PIT Regulations, the trading window of the company will remain closed during the period of announcement (ten days before and two after the public announcement) of periodical financial results and such other sensitive information like the one cited above."
F1288673034598_S5,material fact,"However, SIPL has No introduced any trading window during the above public announcement."
F1288673034598_S6,material fact,"Shri K. L. Surana, (Noticee No 1) was the Compliance Officer and the entities mentioned above at serial No. 2 to 8 were the directors of SIPL (herein after referred to as Noticee Nos.1 to 8 respectively and collectively the Noticees) and were present at the Board Meeting held on July 30, 2009."
F1288673034598_S7,allegation,Allegedly the trading window remained open during the relevant period and Noticee No. 1 had not made any formal communication to the persons entities who are subjected to the window closure. 
F1288673034598_S8,violation,The Noticees Nos. 2 to 8 being directors of the board failed to monitor or supervise the implementation of the code of conduct and to ensure the necessary compliances in this regard.
F1288673034598_S9,material fact,"SEBI has therefore initiated adjudication proceedings under the Act against the Noticees to inquire into and adjudge the alleged violations of Regulation 12 (1) read with Clause 1.2 of Schedule I, Part A of SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as PIT Regulations)."
F1288673034598_S10,procedural fact," SEBI vide order dated June 18, 2012 appointed me as Adjudicating Officer under Section 15‐I of the SEBI Act read with Rule 3 of the SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the ‘Adjudication Rules’) to inquire into and adjudge under section 15 HB of the Act, the alleged violation of the Noticees."
F1288673034598_S11,procedural fact,"I issued a common notice dated August 27, 2012 ('SCN') under Rule 4 of the Adjudication Rules to show cause as to why an inquiry should No be held against the Noticees and penalty be not imposed under Section 15 HB of the SEBI Act for their alleged violation of Regulation 12 (1) read with Clause 1.2 of Schedule I Part A of the PIT Regulations."
F1288673034598_S12,material fact,"SIPL vide letter dated October 13, 2012 submitted a copy of the Death Certificate of Noticee No. 1 issued by the Department of Health and Welfare, Government of West Bengal dated May 22, 2012."
F1288673034598_S13,subjective observation,"Therefore, the proceedings against him stand abated."
F1288673034598_S14,procedural fact,The Noticee Nos. 2 to 8 submitted their respective replies to the SCN during the first half of September. 
F1288673034598_S15,defendant claim,The Noticees inter alia submitted as below: i. The Noticee No. 2 submitted that his role in SIPL was mainly that of job execution and bagging new jobs for the company.
F1288673034598_S16,defendant claim,"He being an engineer was No conversant with the SEBI Regulations and acted upon the advice of the Compliance Officer of the company, who did No inform him of the requirement of closing the Trading window before the Public Announcement, resulting in the lapse."
