Sentence ID,Label,Sentence
F1564575450353_S1,material fact,"Securities and Exchange Board of India (hereinafter referred to as ‘SEBI’) conducted an investigation into the suspected insider trading by one of the clients of the stock broker, India Infoline Ltd (now known as ‘IIFL Securities Ltd and hereinafter referred to as ‘IIFL’ ‘Noticee’) in the scrip of Saint-Gobain Sekurit India Ltd (hereinafter referred to as ‘SGSIL’)"
F1564575450353_S2,material fact,"During the course of investigation, SEBI observed certain irregularities on the part of the Noticee while executing trades on behalf of its client viz. Ms. Vimala Devi Kalantri (hereinafter referred to as ‘Vimala’), during the period from March 01, 2011 to May 18, 2011 (hereinafter referred to as ‘Investigation period’)"
F1564575450353_S3,material fact,"It was observed by SEBI that IIFL accepted orders in the trading account of its client viz. Ms. Vimala from a person other than the particular client viz. Ms. Sapna Saraogi (daughter of Ms. Vimala), without obtaining proper authorization & only on the basis of verbal instructions, thereby, failing in exercising due skill, Adjudication Order in the matter of Saint-Gobain Sekurit India Ltd care and diligence in the conduct of its business in violation of provisions of Clause A(2) of the Code of Conduct for Stock Brokers as specified under Schedule II r w Regulation 7 of SEBI (Stock Brokers and Sub- Brokers)Regulations, 1992 (hereinafter referred to as ‘Stock Brokers Regulations’)"
F1564575450353_S4,procedural fact,"The undersigned was appointed as the Adjudicating Officer in the matter, and the proceedings was communicated vide communique dated March 27, 2019, under section 19 read with section 15I(1) of the SEBI Act, 1992 (hereinafter referred to as ‘SEBI Act’) and Rule 3 of SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (hereinafter referred to as ‘Adjudication Rules’) to conduct the adjudication proceedings in the manner specified under Rule 4 of the Adjudication Rules read with sections 15I(1) and 15I(2) of the SEBI Act, and if satisfied that penalty is liable, impose such penalty as deemed fit in terms of Rule 5 of the Adjudication Rules and section 15HB of the SEBI Act"
F1564575450353_S5,procedural fact,"A common Show Cause Notice No A&E EAD3 AA 9150 2019 dated April 09, 2019 (herein after referred to as ‘SCN’) was issued to the Noticee under Rule 4(1) of the Adjudication Rules to show-cause as to why an inquiry should No be initiated against the Noticee and why penalty should No be imposed upon the Noticee under Section 15HB of the SEBI Act, for the violations alleged to have been committed by it"
F1564575450353_S6,allegation,"Briefly, the major allegations made in the SCN are mentioned below: a) On receiving letters dated December 12, 2016 and December 19, 2016 from JM Financial Institution Securities Ltd (hereinafter referred to as ‘JMFL’) regarding alleged insider trading activities of Noticee 3 Ms. Vimala and her son-in-law Noticee 1 Mr. Atul, SEBI conducted a preliminary examination Adjudication Order in the matter of Saint-Gobain Sekurit India Ltd into the matter and observed that Ms. Vimala traded in the scrip of SSIL during the period when Mr. Atul was involved in an advisory transaction with the SSIL"
F1564575450353_S7,procedural fact,"Subsequently, a detailed investigation was conducted by SEBI in the dealings of the Noticees in the scrip of SSIL"
F1564575450353_S8,material fact,"SGSIL is a subsidiary of Compagnie de Saint-Gobain, a transnational group. SGSIL is in the business of processing of glasses to manufacture windshields, door glasses and backlites for the Automobile sector. Its office is located at Plot No.616 617, Village Kuruli, Pune Nashik Road, Chakan, Pune. The company is listed only on BSE."
F1564575450353_S9,material fact,"It is observed from the email dated October 23, 2018 (Annexure –12) of IIFL that the orders in the account of Ms. Vimala, in the scrip of SGSIL during the UPSI period, were placed by wife of Mr. Atul Saraogi viz. Ms. Sapna Saraogi, from the mobile number 9320086222, belonging to Mr. Atul himself."
F1564575450353_S10,material fact,IIFL has also confirmed that they had received verbal instruction from Ms. Vimala to accept trade orders communication from Ms. Sapna and Mr. Atul and execute accordingly
F1564575450353_S11,allegation,"Therefore, it is alleged that Ms. Sapna Saraogi, being wife of Mr. Atul Saraogi (who was an insider in relation to the UPSI of delisting offer of SGSIL), is also deemed to be a connected person in terms of Regulation 2(h)(vi) of PIT Regulations, 1992."
