Sentence ID,Label,Sentence
F1289452697301_S1,procedural fact,"The undersigned was appointed as the Adjudicating Officer vide order of Securities and Exchange Board of India (hereinafter referred to as ‘SEBI’) dated December 10, 2008 under section 15-I of the Securities and Exchange Board of India Act, 1992 (hereinafter referred to as ‘SEBI Act’) read with Rule 3 of Securities and Exchange Board of India (Procedure for holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the ‘Adjudicating Rules’) to inquire into and adjudge under Section 15A(b) of the SEBI Act, the alleged failure to file requisite disclosures under the Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as the ‘PIT Regulations’) and the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 1997 (hereinafter referred to as ‘Takeover Code’) by Dynamic Securities Limited (hereinafter referred to as ‘DSL’ ‘Noticee’)."
F1289452697301_S2,procedural fact,"A notice to show cause dated February 26, 2009 under Rule 4 of the Adjudicating Rules was issued to the Noticee asking it to show cause as to why an enquiry should No be held against it and the prescribed penalty for the alleged violation of PIT Regulations and the Takeover Code No be imposed under Section 15A (b) of SEBI Act."
F1289452697301_S3,procedural fact,"The said Notice to show cause was sent by Registered Post Acknowledgment Due, under rule 7(b) of the Adjudicating Rules and was returned with the comments “no such address to sender”."
F1289452697301_S4,procedural fact,"Subsequently the show cause notice was served on the Noticee under rule 7(c) of the Adjudicating Rules on June 9, 2009."
F1289452697301_S5,procedural fact,"Thereafter, a Notice for Hearing dated August 26, 2009, under Rule 4 of the Adjudication Rules was issued to the Noticee, fixing the hearing on 7th September, 2009 at 4:00 PM and sent via Regd. Post."
F1289452697301_S6,procedural fact,"The said Notice was also served on the Noticee in terms of Rule 7(c) of the of the Adjudication Rules on September 01, 2009."
F1289452697301_S7,issues framed, In the instant matter the following issues arise for consideration: a. Whether the Noticee had violated regulation 13(3) of the PIT Regulations?
F1289452697301_S8,issues framed, b. Whether the Noticee had violated regulation 7(1) of the Takeover Code?
F1289452697301_S9,issues framed,c. Whether the Noticee is liable for imposition of monetary penalty under section 15A (b) of the SEBI Act?
F1289452697301_S10,statutory fact,Following are the relevant provisions of the PIT Regulations and the Takeover Code which read as under: PIT Regulations: “13(3) Continual disclosure.
F1289452697301_S11,statutory fact,"(3) Any person who holds more than 5% shares for voting rights in any listed company shall disclose to the company in Form C the number of shares or voting rights held and change in shareholding or voting rights, even if such change results in shareholding falling below 5%, if there has been change in such holdings from the last disclosure made under sub-regulation (1) or under this sub- regulation; and such change exceeds 2% of total shareholding or voting rights in the company.” Takeover Code: “Acquisition of 5 per cent and more shares or voting rights of a company. "
F1289452697301_S12,statutory fact,"(1) Any acquirer, who acquires shares or voting rights which (taken together with shares or voting rights, if any, held by him) would entitle him to more than five per cent or ten per cent or fourteen per cent or fifty four per cent or seventy four per cent shares or voting rights in a company, in any manner whatsoever, shall disclose at every stage the aggregate of his shareholding or voting rights in that company to the company and to the stock exchanges where shares of the target company are listed.”"
F1289452697301_S13,material fact, SEBI conducted investigation into the trading in the shares of IQ Infotech Limited (hereinafter referred to as the ‘Target Company’) and into possible violations of the provisions of the SEBI Act and various rules and regulations made thereunder.
F1289452697301_S14,material fact,"During the course of investigations it was observed that the Noticee had purchased 8,986 shares & sold 9,28,600 shares of the Target Company."
F1289452697301_S15,material fact,"From off-market data it was observed that DSL had received 9,86,094 shares from Mega Channel Computers Ltd on December 08, 2004."
F1289452697301_S16,material fact," It was further observed that as on December 31, 2004, DSL was holding 9,86,094 shares which was 9.26% of the share capital of the Target Company and that its share holding had reduced to zero by March 31, 2005."
F1289452697301_S17,allegation,During investigation by SEBI it was alleged that the disclosures under Regulation 13(3) of the PIT Regulations and Regulation 7 (1) of the Takeover Code were No made by the Noticee.
F1289452697301_S18,material fact,I have carefully gone through the charges set out in the show cause notice and other documents on record.
F1289452697301_S19,material fact," It is clear that the Noticee had purchased 9,86,094 shares from the off-market on December 8, 2004 which constituted 9.26% of the Target Company’s share capital. "
F1289452697301_S20,statutory fact,Regulation 7(1) of the Takeover Code mandates disclosure in case a person acquires more than 5% of the shares in a company.
F1289452697301_S21,material fact,It is clear from the language of regulation 7(1) of the Takeover Code that DSL was mandated to disclose the purchase of shares to the Target Company as it would entitle it to more than 5% shares in the share capital of the Target Company.
F1289452697301_S22,material fact,Under this regulation it is mandatory to disclose such acquisition to the Target Company and as well as the exchange and whether or No such disclosure was made is a question of fact.
F1289452697301_S23,allegation,During investigation by SEBI it was alleged that no such disclosures were made to the Target Company.
F1289452697301_S24,material fact,"It is also evident that as on December 31, 2004 DSL was holding 9,86,094 shares and by March 31, 2005, the shareholding had reduced to zero."
F1289452697301_S25,material fact,"9,86,094 shares constitute 9.26% of the Target company and under regulation 13(3) any person who holds more than 5% of the share capital of a company has to disclose any change in that shareholding exceeding 2%."
F1289452697301_S26,material fact,"It is clear from a plain reading of regulation 13(3), that the Noticee was required to disclose the change in it’s shareholding in the Target Company."
F1289452697301_S27,material fact,The violation of regulation 13(3) is a question of fact; whether the Noticee had made disclosures under regulation 13(3) or not.
F1289452697301_S28,allegation,During investigation by SEBI it was alleged that no such disclosures were made to the Target Company.
F1289452697301_S29,material fact,"Further, the noticee did No file any reply to the show cause notice issued by the undersigned."
F1289452697301_S30,subjective observation,"In the instant matter as the Noticee has failed to file any reply to the show cause notice, I am inclined to conclude that the Noticee had failed to make the mandatory disclosers under the PIT Regulations and the Takeover Code and therefore violated the provisions of regulation 13(3) and regulation 7(1) of the PIT Regulations and the Takeover Code respectively. "
F1289452697301_S31,related fact,"Once the contravention is established, then the penalty is to follow.” "
