Sentence ID,Label,Sentence
F1324544561749_S1,material fact,"The Securities and Exchange Board of India (hereinafter referred to as “SEBI”) examined the trading activity of Atlanta Share Shopee Limited, a member broker of the Bombay Stock Exchange Ltd (BSE), having SEBI registration No - INB 011270130 (hereinafter referred to as “the Noticee”) in the scrip of Sarang Chemicals Limited (SCL the Company). "
F1324544561749_S2,material fact,"It was, prima facie, observed that the issued and subscribed equity share capital of SCL in September 2009 was 17,50,00,000 shares, and its shares were listed on the National Stock Exchange of India Ltd (NSE) and BSE (hereinafter jointly referred to as ‘ the Stock Exchanges’). "
F1324544561749_S3,material fact,"rom the shareholding pattern of the Company, available on the website of the Stock Exchanges, it was observed that that the Noticee was holding 98,03,802 shares of SCL (5.6% of the issued share capital voting rights of SCL) during the quarter ended on June 30, 2009 and it transferred 41,04,762 shares of SCL (2.06% of the issued share capital voting rights) to various entities by the quarter ended on December 31, 2009. "
F1324544561749_S4,material fact,"As the shareholding of the Noticee in SCL was more than 5% therefore, query was raised by SEBI regarding the statutory disclosures to be made in this connection to the Company and to the stock exchanges. "
F1324544561749_S5,material fact,"The Noticee, vide latter dated November 03, 2009 and December 22, 2009 stated that it had No made any disclosure to the Company or to the stock exchanges. "
F1324544561749_S6,material fact,"It was also stated that it had received 70 lakh shares of SCL in its beneficiary account on July 10, 2009 from one of its clients namely, Mr. Manish Mansukhlal Raja, for the purpose of dealing in the scrip of SCL on his behalf. "
F1324544561749_S7,allegation,"In view of the above, it was alleged that the Noticee had acquired and was holding more than 5% shares voting rights in SCL however, it failed to make the required disclosures in terms of the provisions of regulation 7(1) of the SEBI (Substantial Acquisition of Shares and Takeover) Regulations, 1997 (hereinafter referred to as ‘SAST Regulations’) and regulation 13(1) of the SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as ‘PIT Regulations’)."
F1324544561749_S8,allegation,"Further, as it is No a normal business practice of stock brokers to keep shares of its clients in their own beneficiary account for such a long period, therefore, it was also alleged that the Noticee has violated the provisions of clause A (2) of the Code of Conduct for Stock Brokers specified in Schedule II read with regulation 7 of the SEBI (Stock Brokers and Sub-brokers) Regulations, 1992 (hereinafter referred to as ‘Brokers Regulations’). "
F1324544561749_S9,allegation,"The aforesaid alleged contravention of the provisions of the SAST and the PIT Regulations and or the Brokers Regulations, if established, make the Noticee liable for penalty under section 15A (b) and or section 15HB of the Securities and Exchange Board of India Act, 1992 (hereinafter referred to as ‘SEBI Act’)."
F1324544561749_S10,procedural fact,"The undersigned was appointed as Adjudicating Officer under section 15 I of the SEBI Act read with rule 3 of the SEBI (Procedure for Holding Inquiry and Imposing Penalty by Adjudicating Officer) Rules, 1995 (hereinafter referred to as “Rules”) to inquire into and adjudge under section 15A (b) and 15HB of the SEBI Act, the alleged violation contravention of the aforesaid provisions of the SAST Regulations, PIT Regulations and the Brokers Regulations by the Noticee."
F1324544561749_S11,procedural fact,"Show Cause Notice dated August 01, 2011 (SCN) was issued to the Noticee under rule 4 of the Rules to show cause as to why an inquiry be No initiated against it and penalty be No imposed under sections 15A (b) and 15HB of the SEBI Act for the alleged violation of the provisions of regulation 7(1) of the SAST Regulations, regulation 13(1) of the PIT Regulations and clause A (2) of the code of conduct for stock brokers."
F1324544561749_S12,procedural fact,"In response to the SCN, the Noticee filed its reply vide letter dated September 19, 2011. "
F1324544561749_S13,procedural fact,"On perusal of the same, it was decided to conduct inquiry in the matter and for the purpose an opportunity of hearing was granted to the Noticee on October 31, 2011. "
F1324544561749_S14,procedural fact,"The hearing was attended by the authorized representatives of the Noticee namely, Ms. Vasanti Alpesh Nagda and Mr. Balveer Singh Choudhary. "
F1324544561749_S15,defendant claim,"The summary of the written and oral submissions made by the Noticee are as under: • On June 10, 2009, 70,00,000 shares of SCL were received by the Noticee in its beneficiary account in an off market transaction from one of its clients namely, Mr. Manish Mansukh Raja for the purpose of dealing in the scrip of the Company. "
