Sentence ID,Label,Sentence
F1315463402543_S1,material fact,Securities and Exchange Board of India (hereinafter referred to as ’SEBI’) conducted an investigation into the alleged irregularity in the matter of Gobind Sugar Mills Ltd (GSML) and Zuari Industries Ltd (ZIL). 
F1315463402543_S2,material fact,"Investigations revealed that a scheme of amalgamation of GSML with ZIL was approved by the Board of Directors (BoD) of ZIL and GSML on February 22, 2010. "
F1315463402543_S3,material fact,"Upon completion of the amalgamation, the shareholders of GSML would receive 1 equity share of Rs.10 each of ZIL for every one share of GSML held by them as on record date to be fixed by ZIL."
F1315463402543_S4,material fact,"The amalgamation of GSML with ZIL and the swap ratio of 1:1 decided by the valuer for the proposed amalgamation are price sensitive information in terms of SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as Insider Trading Regulations."
F1315463402543_S5,allegation,"The Investigations further revealed that (1) Mr. Akshay Poddar (2) Mrs. Puja Poddar (3) M s. Poddar Heritage Investments Ltd (4) Mrs. Shradha Agarwala and (5) M s Indrakshi Trading Company Pvt Ltd (hereinafter collectively referred to as the ‘Noticees’) allegedly violated the provisions of and Insider Trading Regulations and SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 1997 (hereinafter referred to as ‘SAST Regulations’)."
F1315463402543_S6,procedural fact,"In view of the above, SEBI has initiated adjudication proceedings under the Securities Exchange Board of India Act, 1992 (hereinafter referred to as the “SEBI Act”) against the Noticees {(1) Mr. Akshay Poddar - Regulations 3(i) and 4 of Insider Trading Regulations, Regulations 7(1) and 11(2) of SAST Regulations, (2) Mrs. Puja Poddar - Regulations 3(i) and 4 of Insider Trading Regulations, (3) M s. Poddar Heritage Investments Ltd - Regulations 3(i) and 4 of Insider Trading Regulations, (4) Mrs. Shradha Agarwala - Regulation 11(2) of SAST Regulations and (5) M s. Indrakshi Trading Company Pvt Ltd - Regulation 11(2) of SAST Regulations} for violating the provisions of Insider Trading Regulations and SAST Regulations as noted against their names."
F1315463402543_S7,procedural fact,"The Adjudicating Officer (AO) issued Notices dated May 10, 2011 (hereinafter referred to as the ‘SCNs’) in terms of the provisions of Rule 4 of SEBI (Procedure For Holding Inquiry And Imposing Penalties By Adjudicating Officer) Rules, 1995 (hereinafter referred to as the Adjudicating Rules) requiring the Noticees to show cause as to why an inquiry should No be held for the violations allegedly committed by them."
F1315463402543_S8,procedural fact,"The Noticees vide letters dated June 14, 2011 and July 02, 2011 replied to the SCNs."
F1315463402543_S9,procedural fact,"The AO considered the facts of the case, replies of the Noticees and other materials available on record and decided to conduct an inquiry in the matter."
F1315463402543_S10,procedural fact,"I granted an opportunity of personal hearing to the Noticees on July 28, 2011."
