Sentence ID,Label,Sentence
F1494587603795_S1,material fact,Securities and Exchange Board of India (hereinafter referred to as “SEBI”) conducted investigation into the irregular trading in the scrip of Aanjaneya Lifecare Limited (now known as Dr. Datsons Labs Ltd.) (hereinafter referred to as “The Company”). 
F1494587603795_S2,allegation,"Shri Bakulesh Trambaklal Shah (hereinafter referred to as “The Noticee”) allegedly failed to make disclosures under Regulation 29 (1) to (3) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011 (hereinafter referred to as “SAST Regulations”) and Regulation 13(1), (3) & (5) of SEBI (Prohibition of Insider Trading) Regulations, 1992 (hereinafter referred to as “PIT Regulations”) with regard to his transactions relating to purchase and sale of the shares of Aanjaneya Lifecare Limited on 12.04.2013 Adjudication Order against Shri Bakulesh Trambaklal Shah in the matter of Aanjaneya Lifecare Limited (now known as Dr. Datsons Labs Ltd.)"
F1494587603795_S3,material fact,"On 12.04.2013, noticee acquired 10,37,092 shares of Aanjaneya Lifecare Limited."
F1494587603795_S4,material fact,"With this acquisition his total holding in the Company which was hitherto 1.6% of the paid-up capital had risen to 9.1%, an increase of 7.5%. "
F1494587603795_S5,material fact,"On the same day he sold 4,58,858 shares of Aanjaneya Lifecare Limited thus reducing his stake to 5.8% of the paid-up capital of the Company, a reduction of 3.3%."
F1494587603795_S6,material fact,"Noticee has filed disclosure with regard to acquisition of 10,37,092 shares in terms of Regulation 29 (1) of SEBI (SAST) Regulations, 2011 but he failed to file disclosure under Regulation 13 (1) of SEBI (PIT) Regulations, 1992, for the same transaction."
F1494587603795_S7,material fact,"Further, there is a change in shareholding by more than 2% by virtue of aforesaid sale transaction carried out by him on 12.04.2013 for which no disclosures were filed by him under both Regulation 29 (2) read with 29 (3) of SAST Regulations, 2011 and Regulation 13 (3) read with 13 (5) of PIT Regulations, 1992."
F1494587603795_S8,allegation,"Hence, it was alleged that the noticee, has violated the provisions of Regulation 29 (1) to (3) of SEBI (SAST) Regulations, 2011 and Regulation 13(1), (3) & (5) of SEBI (PIT) Regulations, 1992. "
F1494587603795_S9,procedural fact,"The undersigned was appointed as Adjudicating Officer (AO) vide communication of Proceedings dated August 23, 2016 to inquire into and adjudge under Section 15A (b) of SEBI Act, 1992, the aforesaid alleged violations by the noticee. "
F1494587603795_S10,procedural fact,"Show Cause Notice dated September 26, 2016 (hereinafter referred to as “SCN”) was issued to the noticee in terms of Rule 4 of SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules, 1995 (hereinafter referred to as the ‘Adjudication Rules’) read with section 15 I of SEBI Act, 1992, to show cause as to why Adjudication Order against Shri Bakulesh Trambaklal Shah in the matter of Aanjaneya Lifecare Limited (now known as Dr. Datsons Labs Ltd.) an inquiry should No be initiated and penalty be No imposed under section 15A (b) of SEBI Act, 1992, for the aforesaid alleged contraventions of the provisions of Regulation 29 (1) to (3) of SEBI (SAST) Regulations, 2011 and Regulation 13(1), (3) & (5) of SEBI (PIT) Regulations, 1992, by Shri Bakulesh Trambaklal Shah, the noticee herein."
